datetime,Power,arrivalHour,isLowArrivalHour,dayOfWeek,monthOfYear,H-6,isoDay_std,isoDay_sum
2021-01-03 00:45:00-08:00,19.962014478622702,0,False,6,1,365.08515595231154,30.079511960179314,2123.702379052196
2021-01-03 01:00:00-08:00,25.668030032833727,1,False,6,1,341.6005390490998,30.079511960179314,2123.702379052196
2021-01-03 01:15:00-08:00,25.668030032833727,1,False,6,1,316.67039719160994,30.079511960179314,2123.702379052196
2021-01-03 01:30:00-08:00,24.177337684658458,1,False,6,1,285.6537304719694,30.079511960179314,2123.702379052196
2021-01-03 01:45:00-08:00,24.177337684658458,1,False,6,1,256.34484538375114,30.079511960179314,2123.702379052196
2021-01-03 02:00:00-08:00,17.540721550495228,2,False,6,1,245.7595657373281,30.079511960179314,2123.702379052196
2021-01-03 02:15:00-08:00,19.134880095606576,2,False,6,1,227.63194117128148,30.079511960179314,2123.702379052196
2021-01-03 02:30:00-08:00,19.134880095606576,2,False,6,1,221.45559234006203,30.079511960179314,2123.702379052196
2021-01-03 02:45:00-08:00,19.134880095606576,2,False,6,1,208.65627636411148,30.079511960179314,2123.702379052196
2021-01-03 03:00:00-08:00,12.28940760727391,3,True,6,1,197.57553066751234,30.079511960179314,2123.702379052196
2021-01-03 03:15:00-08:00,2.612427345416381,3,True,6,1,184.579849076389,30.079511960179314,2123.702379052196
2021-01-03 03:30:00-08:00,2.612427345416381,3,True,6,1,170.49901744414825,30.079511960179314,2123.702379052196
2021-01-03 03:45:00-08:00,2.612427345416381,3,True,6,1,160.38634148053364,30.079511960179314,2123.702379052196
2021-01-03 04:00:00-08:00,2.612427345416381,4,True,6,1,144.4428776289132,30.079511960179314,2123.702379052196
2021-01-03 04:15:00-08:00,2.612427345416381,4,True,6,1,132.46093753469523,30.079511960179314,2123.702379052196
2021-01-03 04:30:00-08:00,2.612427345416381,4,True,6,1,115.29970555348063,30.079511960179314,2123.702379052196
2021-01-03 04:45:00-08:00,0.0,4,True,6,1,90.98770035859525,30.079511960179314,2123.702379052196
2021-01-03 05:00:00-08:00,0.0,5,True,6,1,73.30001123651869,30.079511960179314,2123.702379052196
2021-01-03 05:15:00-08:00,0.0,5,True,6,1,61.10807917118717,30.079511960179314,2123.702379052196
2021-01-03 05:30:00-08:00,0.0,5,True,6,1,50.733559991943935,30.079511960179314,2123.702379052196
2021-01-03 05:45:00-08:00,1.952150986080724,5,True,6,1,50.73355999194399,30.079511960179314,2123.702379052196
2021-01-03 06:00:00-08:00,1.952150986080724,6,True,6,1,53.34598733736033,30.079511960179314,2123.702379052196
2021-01-03 06:15:00-08:00,0.0,6,True,6,1,52.0368097065064,30.079511960179314,2123.702379052196
2021-01-03 06:30:00-08:00,0.0,6,True,6,1,59.3154341871431,30.079511960179314,2123.702379052196
2021-01-03 06:45:00-08:00,0.0,6,True,6,1,66.59405866777985,30.079511960179314,2123.702379052196
2021-01-03 07:00:00-08:00,0.0,7,True,6,1,76.96627135721116,30.079511960179314,2123.702379052196
2021-01-03 07:15:00-08:00,0.0,7,True,6,1,91.2600890229129,30.079511960179314,2123.702379052196
2021-01-03 07:30:00-08:00,0.0,7,True,6,1,95.47541222894864,30.079511960179314,2123.702379052196
2021-01-03 07:45:00-08:00,0.0,7,True,6,1,99.6907354349844,30.079511960179314,2123.702379052196
2021-01-03 08:00:00-08:00,0.0,8,True,6,1,91.56342695264593,30.079511960179314,2123.702379052196
2021-01-03 08:15:00-08:00,0.0,8,True,6,1,85.03027701541876,30.079511960179314,2123.702379052196
2021-01-03 08:30:00-08:00,0.0,8,True,6,1,79.98781942636688,30.079511960179314,2123.702379052196
2021-01-03 08:45:00-08:00,0.0,8,True,6,1,74.94536183731498,30.079511960179314,2123.702379052196
2021-01-03 09:00:00-08:00,0.0,9,True,6,1,69.69404789409366,30.079511960179314,2123.702379052196
2021-01-03 09:15:00-08:00,0.0,9,True,6,1,53.17159514390346,30.079511960179314,2123.702379052196
2021-01-03 09:30:00-08:00,0.0,9,True,6,1,36.64914239371328,30.079511960179314,2123.702379052196
2021-01-03 09:45:00-08:00,0.0,9,True,6,1,20.126689643523083,30.079511960179314,2123.702379052196
2021-01-03 10:00:00-08:00,0.0,10,False,6,1,10.449709381665551,30.079511960179314,2123.702379052196
2021-01-03 10:15:00-08:00,0.0,10,False,6,1,10.449709381665555,30.079511960179314,2123.702379052196
2021-01-03 10:30:00-08:00,0.0,10,False,6,1,10.449709381665553,30.079511960179314,2123.702379052196
2021-01-03 10:45:00-08:00,0.0,10,False,6,1,7.837282036249171,30.079511960179314,2123.702379052196
2021-01-03 11:00:00-08:00,0.0,11,False,6,1,5.224854690832791,30.079511960179314,2123.702379052196
