powerkW,datetime,temp,dirRad,diffRad,wind,solarTime,cosZenith,monthOfYear,isDaylight,isoDay_std,isoDay_sum
3.3920000000000003,2021-05-27 19:00:00-07:00,29.2,100.0,85.0,16.9,5.916666666666667,0.249728007427314,5,True,27.723714767011177,2135.6159992000003
1.6,2021-05-27 19:15:00-07:00,28.6,58.0,77.0,18.7,6.166666666666667,0.20268470672360325,5,True,27.723714767011177,2135.6159992000003
1.216,2021-05-27 19:30:00-07:00,28.0,29.0,62.0,19.1,6.416666666666667,0.15589994288136047,5,True,27.723714767011177,2135.6159992000003
0.896,2021-05-27 19:45:00-07:00,27.3,13.0,41.0,18.8,6.666666666666667,0.10970222970486047,5,True,27.723714767011177,2135.6159992000003
0.384,2021-05-27 20:00:00-07:00,26.6,5.0,19.0,19.1,6.916666666666667,0.06463636509322783,5,True,27.723714767011177,2135.6159992000003
0.0,2021-05-27 20:15:00-07:00,26.0,1.0,5.0,20.9,7.166666666666667,0.02196740315417653,5,True,27.723714767011177,2135.6159992000003
0.0,2021-05-27 20:30:00-07:00,25.2,0.0,0.0,23.4,7.416666666666667,-0.02580881888674157,5,False,27.723714767011177,2135.6159992000003
0.0,2021-05-27 20:45:00-07:00,24.6,0.0,0.0,25.6,7.666666666666667,-0.07143661987181267,5,False,27.723714767011177,2135.6159992000003
0.0,2021-05-27 21:00:00-07:00,24.1,0.0,0.0,27.1,7.916666666666667,-0.11421260946817718,5,False,27.723714767011177,2135.6159992000003
0.0,2021-05-27 21:15:00-07:00,23.8,0.0,0.0,27.4,8.166666666666666,-0.15522895228366868,5,False,27.723714767011177,2135.6159992000003
0.0,2021-05-27 21:30:00-07:00,23.5,0.0,0.0,26.7,8.416666666666666,-0.1944906494766969,5,False,27.723714767011177,2135.6159992000003
0.0,2021-05-27 21:45:00-07:00,23.5,0.0,0.0,26.0,8.666666666666666,-0.2318827517856657,5,False,27.723714767011177,2135.6159992000003
0.0,2021-05-27 22:00:00-07:00,23.3,0.0,0.0,25.3,8.916666666666666,-0.2672664917783586,5,False,27.723714767011177,2135.6159992000003
0.0,2021-05-27 22:15:00-07:00,23.1,0.0,0.0,25.3,9.166666666666666,-0.30050061796758676,5,False,27.723714767011177,2135.6159992000003
0.0,2021-05-27 22:30:00-07:00,22.9,0.0,0.0,25.2,9.416666666666666,-0.3314483804290039,5,False,27.723714767011177,2135.6159992000003
0.0,2021-05-27 22:45:00-07:00,22.7,0.0,0.0,25.2,9.666666666666666,-0.3599805391893121,5,False,27.723714767011177,2135.6159992000003
0.0,2021-05-27 23:00:00-07:00,22.5,0.0,0.0,25.2,9.916666666666666,-0.3859769793829601,5,False,27.723714767011177,2135.6159992000003
0.0,2021-05-27 23:15:00-07:00,22.4,0.0,0.0,24.5,10.166666666666666,-0.4093277422293903,5,False,27.723714767011177,2135.6159992000003
0.0,2021-05-27 23:30:00-07:00,22.2,0.0,0.0,23.8,10.416666666666666,-0.4299337681864038,5,False,27.723714767011177,2135.6159992000003
