datetime,price,monthOfYear,Hour,dayOfWeek,difRes,difLoad,isoDay_std,priceDif1,priceRef
2021-01-01 00:00:00+01:00,50.87,1,0,4,-0.7706645056726094,0.0025575447570332483,8.726082342235731,6.269999999999996,44.6
2021-01-01 01:00:00+01:00,48.19,1,1,4,-0.6693679092382496,0.006655779126737127,8.726082342235731,4.089999999999996,44.1
2021-01-01 02:00:00+01:00,44.68,1,2,4,-0.5678011885467315,0.002203186146119003,8.726082342235731,-2.3200000000000003,47.0
2021-01-01 03:00:00+01:00,42.92,1,3,4,-0.3943814154511075,-0.0025267309647798355,8.726082342235731,0.9500000000000028,41.97
2021-01-01 04:00:00+01:00,40.39,1,4,4,-0.2898433279308482,-0.010723199704187595,8.726082342235731,8.719999999999999,31.67
2021-01-01 05:00:00+01:00,40.2,1,5,4,-0.18854673149648837,-0.02348010969710042,8.726082342235731,6.200000000000003,34.0
2021-01-01 06:00:00+01:00,39.63,1,6,4,-0.12911939492166397,-0.034419005947061904,8.726082342235731,-15.369999999999997,55.0
2021-01-01 07:00:00+01:00,40.09,1,7,4,-0.17071853052404107,-0.04976427448926139,8.726082342235731,-4.719999999999999,44.81
2021-01-01 08:00:00+01:00,41.27,1,8,4,-0.12263641274986493,-0.05876190182725788,8.726082342235731,-4.309999999999995,45.58
2021-01-01 09:00:00+01:00,44.88,1,9,4,-0.13209076175040518,-0.05327704680615043,8.726082342235731,-12.949999999999996,57.83
2021-01-01 10:00:00+01:00,45.0,1,10,4,-0.2752566180443004,-0.05492558469170801,8.726082342235731,-20.099999999999994,65.1
2021-01-01 11:00:00+01:00,47.2,1,11,4,-0.2820097244732577,-0.06598773611068315,8.726082342235731,-15.649999999999999,62.85
2021-01-01 12:00:00+01:00,50.78,1,12,4,-0.1094003241491086,-0.07386066003143006,8.726082342235731,-7.920000000000002,58.7
2021-01-01 13:00:00+01:00,45.49,1,13,4,0.06780118854673149,-0.05956306042584661,8.726082342235731,-6.869999999999997,52.36
2021-01-01 14:00:00+01:00,44.73,1,14,4,0.19584008643976228,-0.045049764274489264,8.726082342235731,-8.350000000000001,53.08
2021-01-01 15:00:00+01:00,46.59,1,15,4,0.3095623987034036,-0.03209256463192925,8.726082342235731,-9.949999999999996,56.54
2021-01-01 16:00:00+01:00,52.99,1,16,4,0.4057266342517558,-0.028780081964687395,8.726082342235731,-6.210000000000001,59.2
2021-01-01 17:00:00+01:00,60.26,1,17,4,0.4851431658562939,-0.029565833667149415,8.726082342235731,-1.0800000000000054,61.34
2021-01-01 18:00:00+01:00,60.61,1,18,4,0.5345759049162615,-0.02408097864604197,8.726082342235731,-0.46999999999999886,61.08
